Word,Count,Reading,JLPT Level,Meaning
痺れる,1,シビレル,jlpt-n1,to become numb
六,1,ロク,jlpt-n5,six
光明,1,コウミョウ,unknown,bright light
場所,1,バショ,jlpt-n4,place
曲げる,1,マゲル,jlpt-n2,to bend
弱い,1,ヨワイ,jlpt-n5,weak
折る,1,オル,jlpt-n4,to break
詩人,1,シジン,jlpt-n3,poet
アハアハ,1,*,unknown,a-ha-ha (laughing loudly)
程遠い,1,ホドトオイ,unknown,far away
偉人,1,イジン,unknown,great person
処女,1,ショジョ,unknown,virgin (usu. female)
応じる,1,オウジル,jlpt-n3,to respond
懐しい,1,ナツカシイ,unknown,admirable
げ,1,ゲ,unknown,seeming
日々,1,ヒビ,jlpt-n1,daily
燃える,1,モエル,jlpt-n3,to burn
わきまえる,1,ワキマエル,unknown,to discern (e.g. right from wrong)
それる,1,ソレル,jlpt-n2,to turn away
一目,1,イチモク,jlpt-n1,glance
其,1,*,jlpt-n5,that
思いつめる,1,オモイツメル,unknown,to think hard
悟り,1,サトリ,unknown,comprehension
店,1,ミセ,jlpt-n5,store
買取る,1,カイトル,unknown,unknown
及ぶ,1,オヨブ,jlpt-n1,to reach
ささげる,1,ササゲル,jlpt-n1,to lift up
一生,1,イッショウ,jlpt-n3,whole life
一言,1,ヒトコト,jlpt-n1,single word
慰め,1,ナグサメ,unknown,comfort
汚れ,1,ヨゴレ,unknown,dirt
果てる,1,ハテル,jlpt-n1,to end
切,1,セツ,jlpt-n1,end
昨夜,1,サクヤ,jlpt-n5,evening
面,1,メン,jlpt-n3,face
青い,1,アオイ,jlpt-n5,blue
まわり,1,マワリ,jlpt-n4,circumference
窓,1,マド,jlpt-n5,window
撫子,1,ナデシコ,unknown,"pink (any flower of genus Dianthus, esp. the fringed pink, Dianthus superbus)"
鉢植,1,ハチウエ,unknown,potted plant
ハンカチ,1,ハンカチ,jlpt-n5,handkerchief
抱擁,1,ホウヨウ,unknown,embrace
懐,1,フトコロ,unknown,inside the breast of one's clothing (esp. kimono)
玄関,1,ゲンカン,jlpt-n5,entrance
母親,1,ハハオヤ,jlpt-n3,mother
欲しい,1,ホシイ,jlpt-n5,wanting (to have)
虫,1,ムシ,jlpt-n4,insect
召使,1,メシツカイ,unknown,servant
告げる,1,ツゲル,jlpt-n1,to tell
駄目,1,ダメ,jlpt-n3,no good
罪名,1,ザイメイ,unknown,name of a crime
法律,1,ホウリツ,jlpt-n4,law
刑罰,1,ケイバツ,jlpt-n1,(criminal) punishment
居心地,1,イゴコチ,unknown,comfort
させる,1,サ,unknown,(any) particular
努める,1,ツトメル,jlpt-n2,to endeavor (to do)
感覚,1,カンカク,jlpt-n3,sense
備える,1,ソナエル,jlpt-n2,to furnish with
生命,1,セイメイ,jlpt-n3,life
物質,1,ブッシツ,jlpt-n3,material
くれる,1,クレル,jlpt-n4,to get dark
投げる,1,ナゲル,jlpt-n4,to throw
心掛ける,1,ココロガケル,jlpt-n1,to keep in mind
疲れる,1,ツカレル,jlpt-n5,to get tired
居眠り,1,イネムリ,jlpt-n3,nodding off (while sitting)
幽い,1,カソケイ,jlpt-n1,ghost
ゆする,1,ユスル,unknown,to shake
揺籃,1,ヨウラン,unknown,cradle
役目,1,ヤクメ,jlpt-n2,duty
勤める,1,ツトメル,jlpt-n5,to work (for)
心遣り,1,ココロヤリ,unknown,thoughtfulness
報いる,1,ムクイル,unknown,to reward
迷い,1,マヨイ,unknown,hesitation
嬰児,1,エイジ,unknown,infant
訪問,1,ホウモン,jlpt-n3,call
訪れる,1,オトズレル,jlpt-n1,to visit
誇らしい,1,ホコラシイ,unknown,proud
おとす,1,オトス,jlpt-n1,to drop
無気味,1,ブキミ,unknown,weird
寸分,1,スンブン,unknown,tiny bit
もつ,1,モツ,jlpt-n5,to hold (in one's hand)
名宛,1,ナアテ,unknown,address (on an envelope)
最後,1,サイゴ,jlpt-n4,end
中身,1,ナカミ,jlpt-n2,contents
短い,1,ミジカイ,jlpt-n5,short
文言,1,モンゴン,unknown,wording (esp. of written text)
記す,1,シルス,jlpt-n1,to write down
作,1,サク,jlpt-n1,work (e.g. of art)
愛読,1,アイドク,unknown,reading with pleasure
別封,1,ベップウ,unknown,under separate cover
お送り,1,オオクリ,unknown,unknown
拙い,1,ツタナイ,unknown,poor-quality
一覧,1,イチラン,unknown,look
批評,1,ヒヒョウ,jlpt-n3,criticism
頂ける,1,イタダケル,unknown,to be able to receive
此上,1,*,unknown,unknown
幸,1,コウ,unknown,good luck
理由,1,リユウ,jlpt-n4,reason
投函,1,トウカン,unknown,mailing
御覧,1,ゴラン,jlpt-n2,(please) try to
済み,1,スミ,unknown,arranged
拝察,1,ハイサツ,unknown,surmise
如何,1,イカ,jlpt-n5,how
拙作,1,セッサク,unknown,poor work
いくら,1,イクラ,jlpt-n5,how much
得る,1,エル,jlpt-n3,to get
省く,1,ハブク,jlpt-n3,to omit
さっき,1,サッキ,jlpt-n4,a short while ago
上書,1,ジョウショ,unknown,"superscription (on a letter, parcel, etc.)"
ふしぎ,1,フシギ,jlpt-n3,wonderful
持てる,1,モテル,jlpt-n1,"to be able to possess (hold, get, etc.)"
熱烈,1,ネツレツ,unknown,ardent
祈り,1,イノリ,jlpt-n1,prayer
結ぶ,1,ムスブ,jlpt-n3,to tie
恐い,1,コワイ,jlpt-n4,scary
まっ青,1,マッサオ,jlpt-n2,deep blue
建て,1,タテ,unknown,contract
棄てる,1,ステル,jlpt-n2,to throw away
おうか,1,オウカ,unknown,cherry blossom
小,1,ショウ,jlpt-n3,smallness
当る,1,アタル,jlpt-n3,to be hit
入る,1,ハイル,jlpt-n5,to enter
オオ,1,*,unknown,wolf (Canis lupus)
冷水,1,レイスイ,unknown,cold water
あびせる,1,アビセル,unknown,to pour on
悪寒,1,オカン,unknown,chill
たつ,1,タツ,jlpt-n5,to stand (up)
身震い,1,ミブルイ,unknown,shivering (with cold)
やむ,1,ヤム,jlpt-n4,to cease
処置,1,ショチ,jlpt-n1,measure
見当,1,ケントウ,jlpt-n3,estimate
調べる,1,シラベル,jlpt-n4,to examine
食物,1,ショクモツ,jlpt-n3,food
その他,1,ソノタ,jlpt-n1,the rest
附属,1,フゾク,jlpt-n1,being attached (to)
汚い,1,キタナイ,jlpt-n5,dirty
残す,1,ノコス,jlpt-n3,to leave (behind)
振り向く,1,フリムク,unknown,to turn one's face
女中,1,ジョチュウ,unknown,maidservant
届く,1,トドク,jlpt-n3,to reach
意識,1,イシキ,jlpt-n3,consciousness
明く,1,アカク,jlpt-n5,to open (e.g. doors)
存在,1,ソンザイ,jlpt-n3,existence
来朝,1,ライチョウ,unknown,arriving in Japan
宿泊,1,シュクハク,jlpt-n3,accommodation
理想,1,リソウ,jlpt-n3,ideal
肉体美,1,ニクタイビ,unknown,physical beauty
卑しい,1,イヤシイ,jlpt-n1,lowborn
敬虔,1,ケイケン,unknown,pious
讃,1,サン,unknown,praise
珍しい,1,メズラシイ,jlpt-n4,unusual
細,1,ホソ,unknown,fine thread
叙,1,ジョ,unknown,descriptive poetry
大分,1,オオイタ,jlpt-n2,considerably
急ぐ,1,イソグ,jlpt-n4,to hurry
肝心,1,カンジン,jlpt-n1,essential
進める,1,ススメル,jlpt-n3,to advance
帰国,1,キコク,unknown,return to one's country
居抜き,1,イヌキ,unknown,going concern
譲り渡す,1,ユズリワタス,unknown,to hand over
従来,1,ジュウライ,jlpt-n1,up to now
営業,1,エイギョウ,jlpt-n3,business
方針,1,ホウシン,jlpt-n2,policy
改める,1,アラタメル,jlpt-n2,to change
一般,1,イッパン,jlpt-n3,general
向き,1,ムキ,jlpt-n1,direction
旅館,1,リョカン,jlpt-n4,ryokan
有利,1,ユウリ,jlpt-n3,advantageous
目論む,1,モクロム,unknown,to plan
不用,1,フヨウ,unknown,disused
調度,1,チョウド,unknown,household items
家具,1,カグ,jlpt-n3,furniture
商,1,ショウ,jlpt-n1,quotient
偶然,1,グウゼン,jlpt-n3,coincidence
ダンサー,1,ダンサー,unknown,dancer
足らず,1,タラ,unknown,just under
実現,1,ジツゲン,jlpt-n3,implementation (e.g. of a system)
同国,1,ドウコク,unknown,same country
立去る,1,タチサル,unknown,to leave
ジェステュア,1,*,unknown,unknown
いか,1,イカ,jlpt-n4,not exceeding ...
くすぐる,1,クスグル,unknown,to tickle
名状,1,メイジョウ,unknown,description
鋭い,1,スルドイ,jlpt-n3,"sharp (knife, claws, etc.)"
ナイフ,1,ナイフ,jlpt-n5,knife
心臓,1,シンゾウ,jlpt-n3,heart
目がける,1,メガケル,unknown,to aim at
グサリ,1,*,unknown,"deeply (stab, thrust, etc.)"
突き,1,ツキ,unknown,thrust
結果,1,ケッカ,jlpt-n3,result
惹起,1,ジャッキ,unknown,bringing about
起つ,1,タツ,unknown,to take action
致命傷,1,チメイショウ,unknown,fatal wound
演じる,1,エンジル,jlpt-n1,to act (a part)
激情,1,ゲキジョウ,unknown,violent emotion
記事,1,キジ,jlpt-n3,article
掲げる,1,カカゲル,jlpt-n1,"to put up (a notice, sign, etc.)"
外交,1,ガイコウ,jlpt-n3,diplomacy
関係,1,カンケイ,jlpt-n4,relation
影響,1,エイキョウ,jlpt-n3,influence
立場,1,タチバ,jlpt-n3,position
死,1,シ,jlpt-n1,death
一大,1,イチダイ,unknown,one large ...
損失,1,ソンシツ,jlpt-n1,"loss (of assets, profit, etc.)"
挙手,1,キョシュ,unknown,raising one's hand
易々,1,イイ,unknown,easily
委託,1,イタク,jlpt-n1,entrusting (something to a person)
せしめる,1,セシメル,unknown,to cheat (someone out of)
目録,1,モクロク,jlpt-n1,catalogue
加わる,1,クワワル,jlpt-n3,to be added to
震動,1,シンドウ,unknown,shock
トラック,1,トラック,jlpt-n3,truck
運ぶ,1,ハコブ,jlpt-n4,to carry
嘗める,1,ナメル,jlpt-n1,to lick
望み,1,ノゾミ,jlpt-n3,wish
物の数,1,モノノカズ,unknown,something worth mentioning
役人,1,ヤクニン,jlpt-n2,government official
可,1,カ,jlpt-n3,acceptable
成立,1,セイリツ,jlpt-n2,formation
派,1,ハ,jlpt-n1,clique
使用,1,シヨウ,jlpt-n3,use
食事,1,ショクジ,jlpt-n3,meal
就寝,1,シュウシン,unknown,going to bed
除く,1,ノゾク,jlpt-n3,to remove
在る,1,アル,jlpt-n5,to be
その間,1,ソノカン,unknown,in the meanwhile
つめきる,1,ツメキル,unknown,to be or remain always on hand
著作,1,チョサク,unknown,writing
没頭,1,ボットウ,unknown,immersing oneself in
管,1,カン,jlpt-n1,pipe
申し上げる,1,モウシアゲル,jlpt-n4,to say
接す,1,セッス,jlpt-n2,to touch
而,1,*,jlpt-n5,and
数多い,1,カズオオイ,unknown,many
名,1,ナ,jlpt-n3,name
づく,1,ヅク,unknown,"to become (a state, condition, etc.)"
証拠,1,ショウコ,jlpt-n1,evidence
秘密,1,ヒミツ,jlpt-n3,secret
あきる,1,アキル,jlpt-n3,to get tired of
道,1,ミチ,jlpt-n5,road
里,1,サト,unknown,Japanese league
官吏,1,カンリ,unknown,government official
他方,1,タホウ,jlpt-n1,one (esp. of two)
一時,1,イチジ,jlpt-n3,one o'clock
機,1,キ,jlpt-n1,loom
娑婆,1,シャバ,unknown,this world
帰り,1,カエリ,jlpt-n4,return
盗む,1,ヌスム,jlpt-n4,to steal
ためる,1,タメル,jlpt-n2,to amass
金,1,キム,jlpt-n1,gold (Au)
相当,1,ソウトウ,jlpt-n3,"corresponding to (in meaning, function, etc.)"
額,1,ガク,jlpt-n3,(picture) frame
世の中,1,ヨノナカ,jlpt-n3,society
以前,1,イゼン,jlpt-n3,before
思い返す,1,オモイカエス,unknown,to re-think
失望,1,シツボウ,jlpt-n3,disappointment
意味,1,イミ,jlpt-n5,meaning
都会,1,トカイ,jlpt-n3,city
好もしい,1,コノモシイ,unknown,nice
精神,1,セイシン,jlpt-n3,mind
物足りない,1,モノタリナイ,jlpt-n1,unsatisfied
風,1,カゼ,jlpt-n5,wind
今度,1,コンド,jlpt-n4,this time
ひょっと,1,ヒョット,jlpt-n1,possibly
買う,1,カウ,jlpt-n5,to buy
家庭,1,カテイ,jlpt-n5,home
苦しい,1,クルシイ,jlpt-n3,painful
思い,1,オモイ,unknown,thought
仕合せ,1,シアワセ,jlpt-n3,happiness
引く,1,ヒク,jlpt-n5,to pull
背,1,セ,jlpt-n5,back
指紋,1,シモン,unknown,fingerprint
人夫,1,ニンプ,unknown,laborer (labourer)
寄る,1,ヨル,jlpt-n4,to approach
むく,1,ムク,jlpt-n3,to turn toward
睦言,1,ムツゴト,unknown,lovers' talk
紫,1,ムラサキ,jlpt-n2,purple
近所,1,キンジョ,jlpt-n4,neighbourhood
お上,1,オカミ,unknown,the Emperor
さん,1,サン,jlpt-n5,three
姦しい,1,カシマシイ,jlpt-n1,noisy
ヒステリー,1,ヒステリー,unknown,hysteria
泣き叫ぶ,1,ナキサケブ,unknown,to cry and shout
其辺,1,*,unknown,unknown
病,1,ヤマイ,jlpt-n1,illness
児,1,コ,jlpt-n1,child
妨げる,1,サマタゲル,jlpt-n2,to disturb
さらけ出す,1,サラケダス,unknown,to expose
うの,1,ウノ,unknown,swallowing without chewing
自身,1,ジシン,jlpt-n3,(one's) self
見出す,1,ミイダス,unknown,to find out
埃,1,ホコリ,jlpt-n3,dust
まみれ,1,マミレ,unknown,covered with
遊ぶ,1,アソブ,jlpt-n5,"to play (games, sports)"
汚らしい,1,キタナラシイ,unknown,dirty-looking
子守,1,コモリ,unknown,looking after a baby
見向く,1,ミムク,unknown,to look around
けが,1,ケガ,jlpt-n3,injury
名残り,1,ナゴリ,jlpt-n1,remains
ポツネン,1,*,unknown,unknown
運び,1,ハコビ,unknown,progress
合う,1,アウ,jlpt-n4,to come together
聞入,1,*,unknown,to listen attentively to
傍,1,ハタ,jlpt-n5,near
気高い,1,ケダカイ,unknown,sublime
存じる,1,ゾンジル,jlpt-n2,to know
試す,1,タメス,jlpt-n3,to try (out)
高貴,1,コウキ,unknown,high class
ふさわしい,1,フサワシイ,jlpt-n1,appropriate
壁間,1,ヘキカン,unknown,portion of wall between two pillars
画家,1,ガカ,jlpt-n3,painter
油絵,1,アブラエ,jlpt-n1,oil painting
天井,1,テンジョウ,jlpt-n1,ceiling
宝石,1,ホウセキ,jlpt-n3,gem
装飾,1,ソウショク,jlpt-n1,ornament
電,1,デン,unknown,lightning
燈,1,*,unknown,light
さがる,1,サガル,jlpt-n1,to come down
高価,1,コウカ,jlpt-n3,highly priced
敷きつめる,1,シキツメル,unknown,to cover a surface
テーブル,1,テーブル,jlpt-n5,table
醒める,1,サメル,jlpt-n3,to wake
草花,1,クサバナ,unknown,flower
放つ,1,ハナツ,unknown,"to fire (gun, arrow, questions, etc.)"
咲き乱れる,1,サキミダレル,unknown,to bloom in profusion
耽る,1,フケル,unknown,to indulge in
瞬間,1,シュンカン,jlpt-n3,moment
果敢ない,1,ハカナイ,jlpt-n1,fleeting
とめど,1,トメド,unknown,end
増長,1,ゾウチョウ,unknown,growing impudent
去る,1,サル,jlpt-n3,to leave
毎,1,マイ,unknown,"every (usu. with events, e.g. every weekend)"
比,1,ヒ,unknown,ratio
硬い,1,カタイ,jlpt-n2,hard
魂,1,タマシイ,unknown,soul
こめる,1,コメル,jlpt-n1,"to load (a gun, etc.)"
乍,1,*,unknown,while
ら,1,ラ,unknown,pluralizing suffix
見とれる,1,ミトレル,unknown,to be fascinated (by)
出来ばえ,1,デキバエ,unknown,result
組,1,クミ,jlpt-n3,class (of students)
日当り,1,ヒアタリ,jlpt-n2,exposure to the sun
板の間,1,イタノマ,unknown,wooden floor
持出す,1,モチダス,unknown,to take out
心地,1,ココチ,jlpt-n1,feeling
クラ,1,クラ,jlpt-n5,class
軟かい,1,ヤワラカイ,jlpt-n2,soft
襲う,1,オソウ,jlpt-n1,to attack
ねばる,1,ネバル,jlpt-n1,to be sticky
染色,1,センショク,unknown,dyeing
嫌う,1,キラウ,jlpt-n3,to hate
生地,1,キジ,jlpt-n3,cloth
張りつける,1,ハリツケル,unknown,to paste
鞣革,1,*,unknown,leather
適度,1,テキド,jlpt-n3,moderate (degree)
傾斜,1,ケイシャ,jlpt-n1,inclination
支える,1,ササエル,jlpt-n3,to support
デリケート,1,デリケート,unknown,"sensitive (person, heart, etc.)"
曲線,1,キョクセン,jlpt-n2,curve
描く,1,エガク,jlpt-n3,to draw
従事,1,ジュウジ,jlpt-n1,engaging in (work)
寝食,1,シンショク,unknown,bed and food
劣る,1,オトル,jlpt-n3,to be inferior to
舶来,1,ハクライ,unknown,imported
あな,1,ア,jlpt-n3,hole
経つ,1,タツ,jlpt-n3,to pass (of time)
堪える,1,コタエル,jlpt-n1,to bear
切れる,1,キレル,jlpt-n3,to break
うじ虫,1,ウジムシ,unknown,maggot
増し,1,マシ,jlpt-n1,better
真面目,1,マジメ,jlpt-n3,serious
仕事場,1,シゴトバ,unknown,place where one works
鑿,1,*,unknown,chisel
釘,1,クギ,jlpt-n2,nail
強い,1,ツヨイ,jlpt-n5,strong
塗料,1,トリョウ,unknown,paints
こねる,1,コネル,unknown,to knead
執拗,1,シツヨウ,unknown,persistent
待つ,1,マツ,jlpt-n5,to wait
決心,1,ケッシン,jlpt-n3,determination
向く,1,ムク,jlpt-n3,to turn toward
手がける,1,テガケル,jlpt-n1,to handle
頼む,1,タノム,jlpt-n5,to request
此椅子,1,*,jlpt-n5,hat
納める,1,オサメル,jlpt-n2,to put (into)
取寄せる,1,トリヨセル,jlpt-n1,to order
筈,1,ハズ,jlpt-n1,should (be)
雇う,1,ヤトウ,jlpt-n3,to employ
運動,1,ウンドウ,jlpt-n3,exercise
ぶる,1,ブル,unknown,to assume the air of ...
完成,1,カンセイ,jlpt-n3,completion
綜合,1,ソウゴウ,jlpt-n1,synthesis
綴じる,1,トジル,jlpt-n1,to bind
かさ,1,カサ,jlpt-n5,umbrella
高い,1,タカイ,jlpt-n5,high
通知,1,ツウチ,jlpt-n2,notice
送る,1,オクル,jlpt-n4,to send (a thing)
多く,1,オオク,unknown,many
退屈,1,タイクツ,jlpt-n3,tedious
代物,1,シロモノ,unknown,article
封,1,フウ,jlpt-n1,seal
紙,1,カミ,jlpt-n5,paper
束,1,タバ,jlpt-n3,bundle
取出す,1,トリダス,jlpt-n2,to take out
用紙,1,ヨウシ,jlpt-n1,blank form
署名,1,ショメイ,jlpt-n3,signature
隠す,1,カクス,jlpt-n3,to hide
呼びかける,1,ヨビカケル,jlpt-n2,to call out to
ハテナ,1,ハテナ,unknown,dear me!
走る,1,ハシル,jlpt-n5,to run
異常,1,イジョウ,jlpt-n3,strangeness
持前,1,モチマエ,unknown,natural
好奇,1,コウキ,unknown,inquisitiveness
此様,1,*,unknown,you
罪,1,ツミ,jlpt-n3,crime
申,1,サル,unknown,the Monkey (ninth sign of the Chinese zodiac)
上げる,1,アゲル,jlpt-n5,to raise
びっくり,1,ビックリ,jlpt-n1,to be surprised
犯す,1,オカス,jlpt-n1,to commit (e.g. crime)
はがき,1,ハガキ,jlpt-n5,postcard
一葉,1,イチ,unknown,one leaf
簡単,1,カンタン,jlpt-n4,simple
宛,1,アテ,jlpt-n1,aim
登庁,1,トウチョウ,unknown,attending a government office
見送る,1,ミオクル,jlpt-n2,"to see someone off (at a station, an airport, etc.)"
からだ,1,カラ,jlpt-n5,body
共用,1,キョウヨウ,unknown,common use
とじる,1,トジル,jlpt-n3,"to close (e.g. book, eyes, meeting, etc.)"
籠る,1,コモル,jlpt-n1,to shut oneself in (e.g. one's room)
雑誌,1,ザッシ,jlpt-n5,journal
夏,1,ナツ,jlpt-n5,summer
増大,1,ゾウダイ,jlpt-n2,enlargement
号,1,ゴウ,jlpt-n1,number
閨,1,ネヤ,unknown,bedroom (esp. one used by a married couple)
秀作,1,シュウサク,unknown,excellent (piece of) work
此,1,*,jlpt-n5,this
外務省,1,ガイムショウ,unknown,Ministry of Foreign Affairs
書記官,1,ショキカン,unknown,secretary
夫君,1,フクン,unknown,(another's) husband
崇拝,1,スウハイ,jlpt-n1,worship
幾,1,イク,unknown,some
やって来る,1,ヤッ,unknown,to come along
今朝,1,ケサ,jlpt-n5,this morning
通す,1,トオス,jlpt-n3,to stick through
極り,1,キマリ,jlpt-n3,rule
つまる,1,ツマル,jlpt-n2,to be packed (with)
文句,1,モンク,jlpt-n3,complaint
心遣い,1,ココロヅカイ,unknown,consideration (for)
罪悪,1,ザイアク,unknown,crime
所業,1,ショギョウ,unknown,deed
作品,1,サクヒン,jlpt-n3,"work (e.g. book, film, composition, etc.)"
其日其,1,*,unknown,unknown
やるせない,1,ヤルセナイ,unknown,miserable
まぎらす,1,マギラス,unknown,to divert (e.g. one's mind)
天分,1,テンブン,unknown,one's nature
詩歌,1,シカ,unknown,Japanese and Chinese poetry
此世,1,*,unknown,unknown
併,1,*,jlpt-n5,however
恵み,1,メグミ,jlpt-n1,blessing
浴する,1,ヨクスル,unknown,to bathe
一家,1,イッカ,jlpt-n3,a family
具,1,グ,jlpt-n4,wife
子,1,コ,jlpt-n1,child
親譲り,1,オヤユズリ,unknown,"inheritance from a parent (property, trait, physique, etc.)"
専門,1,センモン,unknown,speciality
永久,1,エイキュウ,jlpt-n3,eternity
難しい,1,ムズカシイ,jlpt-n5,difficult
気に入る,1,キニイル,jlpt-n3,to like
特別,1,トクベツ,jlpt-n4,special
彫り,1,ホリ,unknown,carving
むずかしい,1,ムズカシイ,jlpt-n5,difficult
各部,1,カクブ,unknown,all parts
寸法,1,スンポウ,jlpt-n2,measurement
好み,1,コノミ,jlpt-n3,liking
素人,1,シロウト,jlpt-n2,amateur
要る,1,イル,jlpt-n5,to need
生意気,1,ナマイキ,jlpt-n2,impertinent
心持ち,1,ココロモチ,unknown,feeling
貌,1,*,jlpt-n3,form
耽ける,1,フケル,unknown,to indulge in
遊戯,1,ユウギ,unknown,play
金銭,1,キンセン,jlpt-n3,money
懺悔,1,ザンゲ,unknown,repentance
不審,1,フシン,jlpt-n1,doubt
思召,1,オボシメシ,unknown,thoughts
す,1,ス,jlpt-n3,nest
終り,1,オワリ,jlpt-n4,end
頂く,1,イタダク,jlpt-n3,to receive
明白,1,メイハク,unknown,obvious
書き初め,1,カキゾメ,unknown,first calligraphy of the year
離れ,1,ハナレ,unknown,detached building
面はゆい,1,オモハユイ,unknown,embarrassed
鈍る,1,ニブル,jlpt-n1,to become blunt
仕方,1,シカタ,jlpt-n4,way
起り,1,オコリ,unknown,source
順,1,ジュン,jlpt-n3,order
なする,1,ナスル,unknown,to rub in
容れる,1,イレル,jlpt-n5,to put in
不,1,フ,jlpt-n3,un-
健康,1,ケンコウ,jlpt-n3,health
予備,1,ヨビ,jlpt-n2,reserve
知識,1,チシキ,jlpt-n3,knowledge
堪え難い,1,タエガタイ,unknown,unbearable
燃す,1,モス,jlpt-n2,to burn
化,1,カ,unknown,change to ...
あこがれる,1,アコガレル,jlpt-n2,to long for
生れる,1,ウマレル,jlpt-n5,to be born
オンモリ,1,*,unknown,unknown
ふくれる,1,フクレル,jlpt-n1,to swell (out)
両側,1,リョウガワ,jlpt-n2,both sides
到着,1,トウチャク,jlpt-n3,arrival
楽しい,1,タノシイ,jlpt-n5,enjoyable
うまい,1,ウマイ,jlpt-n1,skillful
難い,1,カタイ,jlpt-n1,difficult
鼻,1,ハナ,jlpt-n5,nose
あっち,1,アッチ,jlpt-n5,that way
こっち,1,コッチ,jlpt-n5,this way
残念,1,ザンネン,jlpt-n4,regrettable
詳しい,1,クワシイ,jlpt-n3,detailed
喜ぶ,1,ヨロコブ,jlpt-n2,to be delighted
快楽,1,カイラク,unknown,pleasure
戻す,1,モドス,jlpt-n3,to put back
見廻る,1,ミマワル,unknown,to make one's rounds
洩る,1,モル,jlpt-n1,to leak
荒々しい,1,アラアラシイ,unknown,rough
全,1,チョン,unknown,all
神経,1,シンケイ,jlpt-n3,nerve
耳,1,ミミ,jlpt-n5,ear
集める,1,アツメル,jlpt-n4,to collect
あたり,1,アタリ,jlpt-n1,(in the) neighbourhood
廊下,1,ロウカ,jlpt-n5,corridor
重苦しい,1,オモクルシイ,unknown,"heavy (feeling, etc.)"
響く,1,ヒビク,jlpt-n2,to resound
近付く,1,チカヅク,jlpt-n1,to approach
敷く,1,シク,jlpt-n2,to spread out
とれる,1,トレル,jlpt-n3,"to come off (of a button, handle, lid, etc.)"
低い,1,ヒクイ,jlpt-n5,"low (rank, degree, value, content, quality, etc.)"
済ませる,1,スマセル,jlpt-n3,to finish
でる,1,デル,jlpt-n5,to leave
意表,1,イヒョウ,unknown,surprise
動静,1,ドウセイ,unknown,state (of affairs)
頻繁,1,ヒンパン,jlpt-n1,frequent
気づく,1,キヅク,jlpt-n3,to notice
行い,1,オコナイ,jlpt-n1,deed
すます,1,ス,jlpt-n1,to finish
働く,1,ハタラク,jlpt-n5,to work
馬鹿馬鹿しい,1,バカバカシイ,jlpt-n1,absurd
荒す,1,アラス,jlpt-n1,to lay waste
騒ぐ,1,サワグ,jlpt-n4,to make noise
逃げ帰る,1,ニゲカエル,unknown,to scurry home
息,1,イキ,jlpt-n3,breath
潜める,1,ヒソメル,unknown,to hide
間抜け,1,マヌケ,unknown,stupid
捜索,1,ソウサク,jlpt-n1,search (esp. for someone or something missing)
見物,1,ケンブツ,jlpt-n4,sightseeing
波打,1,ナミウチ,unknown,to dash against (of waves)
際,1,サイ,jlpt-n3,occasion
蟹,1,カニ,unknown,crab
蜘蛛,1,クモ,unknown,spider
一寸,1,イッスン,jlpt-n5,a little
速い,1,ハヤイ,jlpt-n5,fast
逃げ込む,1,ニゲコム,unknown,to take refuge in
毛むくじゃら,1,ケムクジャラ,unknown,densely covered in thick hair
前足,1,マエアシ,unknown,forefoot
覗く,1,ノゾク,jlpt-n2,"to peek (through a keyhole, gap, etc.)"
敵,1,テキ,jlpt-n3,opponent
代る,1,カワル,jlpt-n1,to succeed
聞える,1,キコエル,jlpt-n4,to be heard
調和,1,チョウワ,jlpt-n1,harmony
腐る,1,クサル,jlpt-n3,to rot
悟る,1,サトル,jlpt-n1,to perceive
身動き,1,ミウゴキ,unknown,moving about
天地,1,テンチ,jlpt-n1,heaven and earth
どれ,1,ドレ,jlpt-n5,which (of three or more)
怪しい,1,アヤシイ,jlpt-n2,suspicious
感ずる,1,カンズル,jlpt-n2,to feel
衣,1,コロモ,unknown,clothes
ずれ,1,ズレ,jlpt-n1,gap
幾つ,1,イクツ,jlpt-n5,how many
肉,1,ニク,jlpt-n5,flesh
塊,1,カタマリ,jlpt-n2,lump
デブデブ,1,*,unknown,fat
肴,1,サカナ,unknown,appetizer or snack served with drinks
ドサリ,1,ド,unknown,with a thud
正反対,1,セイ,unknown,exactly opposite (of)
コチコチ,1,コチコチ,unknown,ticktock
痩せる,1,ヤセル,jlpt-n4,to become thin
ひからびる,1,ヒカラビル,unknown,to dry up
骸骨,1,ガイコツ,unknown,skeleton
背骨,1,セボネ,unknown,spine
曲る,1,マガル,jlpt-n5,to bend
肩胛骨,1,ケンコウコツ,unknown,shoulder blade
開き,1,ヒラキ,unknown,opening
太い,1,フトイ,jlpt-n5,fat
尾骨,1,ビコツ,unknown,coccyx
長短,1,チョウタン,jlpt-n2,(relative) length
通る,1,トオル,jlpt-n4,to go by
血,1,チ,jlpt-n4,blood
信じる,1,シンジル,jlpt-n3,to believe
柔,1,ヤワラ,unknown,softness
落ちる,1,オチル,jlpt-n1,to fall
はずむ,1,ハズム,jlpt-n1,to spring
臀部,1,デンブ,unknown,buttocks
幅,1,ハバ,jlpt-n3,width
肩,1,カタ,jlpt-n3,shoulder
重なり合う,1,カサナリアウ,unknown,to lie on top of each other
シガー,1,シガー,unknown,cigar
くゆらす,1,クユラス,unknown,to smoke (e.g. pipe)
男性,1,ダンセイ,jlpt-n4,man
